Abbreviation,Year,RoundNumber,AvgFinishLast3,AvgFinishLast5,DNFRateLast5,AvgLapTime,AvgLapTimeLast3,AvgLapTimeLast5,AvgPitTime,AvgPitTimeLast3,AvgPitTimeLast5,AvgTeamFinishLast3,AvgTeamFinishLast5,TeamDNFRateLast5,AvgTeamPitTime,AvgTeamPitTimeLast3,AvgTeamPitTimeLast5,Event,GridPosition,QualiDelta,Corners,TrackLength,TotalLaps,TrackTemp,AirTemp,Rainfall,SafetyCar,VirtualSafetyCar,RedFlag,Position
COL,2025,13,16.0,15.2,0.2,110.874,76.884,78.203,23.183,21.354,23.856,12.0,12.8,0.2,24.36,23.47,23.43,Belgian,15.0,1.46,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,19.0
HAD,2025,13,15.0,11.6,0.2,111.302,85.2,82.835,23.536,23.712,23.4,14.667,12.4,0.4,23.44,23.85,23.49,Belgian,8.0,0.748,19,6736.97,44.0,24.09,17.03,0.46,True,False,True,20.0
NOR,2025,14,1.333,4.8,0.2,81.258,92.91,86.823,20.884,25.146,24.28,1.667,1.6,0.0,21.01,26.0,24.53,Hungarian,3.0,0.041,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,1.0
PIA,2025,14,1.667,2.0,0.0,81.053,92.91,86.811,21.073,26.854,24.909,1.333,1.4,0.0,21.01,26.0,24.53,Hungarian,2.0,0.026,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,2.0
RUS,2025,14,6.667,5.0,0.0,81.338,93.83,87.469,21.59,24.595,23.342,12.333,13.2,0.4,21.59,122.7,82.24,Hungarian,4.0,0.053,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,3.0
LEC,2025,14,6.667,5.6,0.0,81.627,93.529,87.321,21.214,24.683,23.476,8.0,6.4,0.0,21.19,24.59,23.43,Hungarian,1.0,0.0,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,4.0
ALO,2025,14,11.0,9.8,0.0,82.128,94.204,88.101,22.307,24.662,23.315,13.333,12.2,0.0,21.91,24.83,23.75,Hungarian,5.0,0.109,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,5.0
STR,2025,14,11.667,13.4,0.0,82.269,94.35,87.707,21.512,24.962,24.718,12.0,10.4,0.0,21.91,24.83,23.75,Hungarian,6.0,0.126,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,7.0
LAW,2025,14,11.0,12.6,0.4,82.276,86.375,83.617,22.187,22.632,22.766,15.667,15.2,0.4,21.66,24.49,23.39,Hungarian,9.0,0.449,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,8.0
VER,2025,14,9.0,7.8,0.2,82.065,95.402,88.341,21.246,25.134,24.257,10.667,11.0,0.2,21.34,28.15,25.34,Hungarian,8.0,0.356,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,9.0
HAD,2025,14,16.333,14.4,0.2,82.592,96.51,89.59,21.124,24.526,23.323,12.0,14.4,0.4,21.66,24.49,23.39,Hungarian,10.0,0.543,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,11.0
HUL,2025,14,8.0,7.4,0.0,82.349,93.87,87.944,25.272,24.933,23.25,9.0,9.6,0.2,24.14,24.92,23.3,Hungarian,18.0,0.709,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,13.0
SAI,2025,14,16.667,14.8,0.2,82.65,96.309,89.652,21.678,24.704,24.637,12.0,12.8,0.2,21.84,25.16,24.88,Hungarian,13.0,0.409,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,14.0
ALB,2025,14,10.333,14.0,0.6,82.626,94.32,88.518,22.0,24.829,26.498,12.667,11.6,0.0,21.84,25.16,24.88,Hungarian,19.0,0.851,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,15.0
OCO,2025,14,12.667,12.6,0.0,83.068,94.641,88.544,22.416,25.256,23.62,13.0,12.2,0.0,-1351.32,25.19,23.77,Hungarian,17.0,0.651,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,16.0
TSU,2025,14,14.667,13.8,0.0,82.744,94.981,88.689,21.437,28.58,25.542,8.667,9.2,0.0,21.34,28.15,25.34,Hungarian,20.0,0.527,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,17.0
COL,2025,14,18.0,16.4,0.2,82.554,86.474,83.971,28.22,21.68,22.35,16.333,14.0,0.2,26.01,25.02,23.41,Hungarian,14.0,0.787,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,18.0
GAS,2025,14,9.667,10.4,0.0,83.041,94.184,88.267,21.588,25.805,23.883,15.667,14.6,0.2,26.01,25.02,23.41,Hungarian,16.0,0.594,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,19.0
BEA,2025,14,11.0,12.2,0.0,83.406,94.416,88.402,-2038.181,25.114,23.922,14.0,13.2,0.0,-1351.32,25.19,23.77,Hungarian,11.0,0.322,16,4066.56,70.0,32.73,22.08,0.0,False,False,False,20.0
PIA,2025,15,1.667,2.2,0.0,74.482,96.706,87.077,18.134,26.586,24.697,1.667,1.6,0.0,19.73,25.75,24.25,Dutch,1.0,0.0,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,1.0
VER,2025,15,6.0,7.6,0.2,75.105,97.575,89.588,18.508,25.397,23.733,13.0,11.6,0.0,18.44,25.87,25.2,Dutch,3.0,0.263,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,2.0
HAD,2025,15,16.0,15.2,0.2,75.202,100.243,89.899,17.97,24.431,23.159,13.0,13.2,0.2,18.81,24.58,23.33,Dutch,4.0,0.546,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,3.0
RUS,2025,15,6.0,4.8,0.0,75.548,97.41,87.672,18.042,24.59,23.212,9.667,10.0,0.2,18.53,122.7,82.05,Dutch,5.0,0.593,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,4.0
ALB,2025,15,9.667,13.2,0.4,75.758,98.13,88.631,18.844,25.069,24.057,15.667,13.0,0.0,22.24,25.34,23.53,Dutch,15.0,0.99,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,5.0
BEA,2025,15,14.0,12.8,0.2,76.448,98.543,88.772,18.715,-661.574,-388.171,17.0,15.0,0.2,18.42,-432.68,-250.98,Dutch,20.0,1.6,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,6.0
STR,2025,15,9.333,11.8,0.0,76.149,98.074,88.456,17.684,24.707,24.037,9.667,10.4,0.0,17.76,24.75,23.63,Dutch,19.0,1.92,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,7.0
ALO,2025,15,10.333,9.0,0.0,76.108,97.92,88.267,17.902,24.804,23.279,6.333,10.0,0.0,17.76,24.75,23.63,Dutch,10.0,0.968,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,8.0
TSU,2025,15,15.0,14.6,0.0,76.378,98.865,89.002,18.363,26.334,25.426,9.333,9.0,0.0,18.44,25.87,25.2,Dutch,12.0,0.96,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,9.0
OCO,2025,15,14.667,12.6,0.0,76.607,98.741,88.807,18.121,25.162,23.588,14.0,13.6,0.2,18.42,-432.68,-250.98,Dutch,18.0,1.535,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,10.0
COL,2025,15,19.0,17.0,0.2,76.476,88.209,84.816,17.921,24.496,23.093,18.667,17.2,0.2,18.24,26.33,24.16,Dutch,16.0,1.442,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,11.0
LAW,2025,15,11.667,12.0,0.4,75.943,87.879,84.592,19.364,22.266,22.408,7.333,10.0,0.0,18.81,24.58,23.33,Dutch,8.0,0.838,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,12.0
SAI,2025,15,14.667,14.8,0.2,75.889,98.163,90.606,23.931,25.437,24.132,11.333,11.6,0.0,22.24,25.34,23.53,Dutch,9.0,0.843,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,13.0
HUL,2025,15,9.333,9.0,0.0,76.566,97.726,88.168,17.868,26.315,23.886,10.333,11.6,0.2,17.77,25.88,23.68,Dutch,17.0,1.533,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,14.0
GAS,2025,15,11.667,12.6,0.0,76.704,98.139,88.587,19.177,25.645,23.727,16.0,15.4,0.0,18.24,26.33,24.16,Dutch,14.0,0.975,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,17.0
NOR,2025,15,1.333,4.6,0.2,74.665,96.78,87.118,21.335,24.888,23.924,1.333,1.4,0.0,19.73,25.75,24.25,Dutch,2.0,0.012,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,18.0
LEC,2025,15,7.0,5.8,0.0,75.611,97.433,87.616,17.149,24.646,23.137,7.667,8.0,0.0,17.15,24.55,23.07,Dutch,6.0,0.678,14,3747.58,72.0,27.96,20.08,0.0,True,True,False,19.0
VER,2025,16,5.0,7.6,0.2,82.548,88.944,88.675,24.37,21.935,23.031,9.333,10.0,0.0,24.35,21.47,24.84,Italian,1.0,0.0,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,1.0
NOR,2025,16,7.0,4.6,0.2,82.877,88.472,86.931,27.454,22.192,23.532,7.0,4.8,0.2,25.45,21.61,23.75,Italian,2.0,0.077,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,2.0
PIA,2025,16,1.333,1.6,0.0,82.993,88.272,86.853,23.453,21.01,23.954,7.0,4.8,0.2,25.45,21.61,23.75,Italian,3.0,0.19,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,3.0
LEC,2025,16,8.667,8.6,0.2,83.003,88.957,87.565,24.251,20.715,22.483,17.0,12.4,0.4,24.13,20.62,22.42,Italian,4.0,0.215,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,4.0
RUS,2025,16,4.0,5.4,0.0,83.136,88.977,87.675,25.063,21.122,22.683,10.0,9.8,0.0,25.03,21.19,81.65,Italian,5.0,0.365,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,5.0
ALB,2025,16,8.667,10.2,0.2,83.453,89.554,88.269,24.836,21.594,23.066,11.0,13.0,0.0,24.79,23.04,23.91,Italian,14.0,0.791,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,7.0
HAD,2025,16,11.333,12.6,0.2,83.597,89.699,89.465,24.227,20.877,22.535,8.667,10.8,0.0,24.17,21.3,22.79,Italian,19.0,1.125,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,10.0
SAI,2025,16,15.0,15.4,0.2,83.55,89.553,89.493,24.735,23.731,23.945,8.333,10.8,0.0,24.79,23.04,23.91,Italian,13.0,0.736,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,11.0
BEA,2025,16,12.333,11.8,0.2,83.551,90.262,88.62,25.171,-665.03,-388.825,12.0,13.4,0.2,27.92,-436.24,-251.47,Italian,11.0,0.654,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,12.0
TSU,2025,16,13.0,14.0,0.0,83.949,90.112,88.813,24.323,21.001,25.108,4.0,7.6,0.0,24.35,21.47,24.84,Italian,9.0,0.727,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,13.0
LAW,2025,16,9.333,10.6,0.2,83.912,89.546,83.469,24.11,21.595,21.889,8.333,8.8,0.0,24.17,21.3,22.79,Italian,18.0,1.487,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,14.0
OCO,2025,16,13.667,12.8,0.0,83.977,90.315,88.719,30.667,21.498,23.261,9.333,12.8,0.2,27.92,-436.24,-251.47,Italian,15.0,0.915,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,15.0
GAS,2025,16,15.333,13.0,0.0,84.105,90.068,88.46,24.962,22.493,23.636,15.667,16.8,0.0,25.02,22.87,23.86,Italian,20.0,1.311,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,16.0
COL,2025,16,16.0,16.6,0.2,84.099,89.968,83.69,25.075,23.108,22.236,14.667,16.2,0.0,25.02,22.87,23.86,Italian,17.0,1.2,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,17.0
STR,2025,16,9.333,9.8,0.0,83.919,89.841,88.294,38.527,20.988,22.817,7.333,8.8,0.0,31.87,21.08,22.83,Italian,16.0,1.156,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,18.0
ALO,2025,16,10.0,9.2,0.0,84.539,89.693,88.17,25.205,21.225,22.839,11.0,9.0,0.0,31.87,21.08,22.83,Italian,8.0,0.632,11,5185.06,53.0,43.29,26.76,0.0,False,False,False,19.0
VER,2025,17,4.0,4.2,0.0,105.152,79.906,90.075,20.28,21.375,23.814,7.667,8.4,0.0,20.27,21.38,24.08,Azerbaijan,1.0,0.0,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,1.0
RUS,2025,17,4.0,5.4,0.0,105.491,80.007,90.183,19.911,21.565,23.375,10.0,8.8,0.0,20.28,21.72,82.33,Azerbaijan,5.0,0.953,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,2.0
SAI,2025,17,12.667,13.6,0.0,105.523,80.696,90.786,20.498,23.448,24.995,10.333,10.2,0.0,20.62,22.96,24.61,Azerbaijan,2.0,0.478,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,3.0
LAW,2025,17,11.333,12.2,0.2,105.811,80.71,84.698,20.138,21.887,22.055,12.0,10.0,0.0,20.25,21.55,23.34,Azerbaijan,3.0,0.59,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,5.0
TSU,2025,17,13.0,13.4,0.0,105.834,81.024,91.384,20.264,21.374,24.337,5.0,5.2,0.0,20.27,21.38,24.08,Azerbaijan,6.0,1.026,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,6.0
NOR,2025,17,7.0,4.8,0.2,105.846,79.6,89.576,21.934,23.224,24.69,7.667,5.2,0.2,21.93,22.06,24.48,Azerbaijan,7.0,1.122,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,7.0
LEC,2025,17,9.0,8.8,0.2,105.861,80.08,90.182,20.587,20.871,23.068,6.0,11.4,0.4,20.32,20.82,22.98,Azerbaijan,10.0,0.402,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,9.0
HAD,2025,17,8.0,12.2,0.2,105.945,80.464,91.906,20.357,21.107,23.098,9.667,8.8,0.0,20.25,21.55,23.34,Azerbaijan,8.0,1.255,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,10.0
BEA,2025,17,12.667,12.0,0.2,106.506,81.135,91.125,21.235,-664.765,-388.167,12.333,12.6,0.2,20.94,-434.99,-250.34,Azerbaijan,15.0,1.549,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,12.0
ALB,2025,17,9.0,8.2,0.0,106.368,80.613,90.72,20.68,21.893,23.777,7.0,7.8,0.0,20.62,22.96,24.61,Azerbaijan,19.0,2.661,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,13.0
OCO,2025,17,13.667,13.8,0.0,107.122,81.217,91.361,20.788,23.735,24.854,13.0,11.0,0.0,20.94,-434.99,-250.34,Azerbaijan,20.0,3.193,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,14.0
ALO,2025,17,10.667,11.6,0.2,106.575,80.925,90.881,25.681,21.805,23.504,15.0,11.8,0.2,23.73,23.85,24.77,Azerbaijan,11.0,0.74,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,15.0
HUL,2025,17,15.667,12.4,0.2,106.776,89.811,88.105,20.015,22.293,23.588,13.0,13.6,0.2,20.4,22.66,24.3,Azerbaijan,17.0,1.799,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,16.0
STR,2025,17,10.667,10.6,0.0,107.076,80.779,90.858,21.786,25.908,26.066,17.333,13.4,0.2,23.73,23.85,24.77,Azerbaijan,14.0,1.944,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,17.0
GAS,2025,17,17.333,13.6,0.0,107.424,81.283,91.046,21.667,21.909,24.215,16.667,16.0,0.0,21.41,23.09,24.45,Azerbaijan,18.0,2.022,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,18.0
COL,2025,17,15.333,17.0,0.2,107.208,81.043,85.04,21.145,23.739,23.297,17.0,15.8,0.0,21.41,23.09,24.45,Azerbaijan,16.0,1.662,20,4950.24,51.0,26.11,20.55,0.0,True,False,False,19.0
RUS,2025,18,3.667,3.8,0.0,96.647,88.058,91.112,23.994,21.005,21.668,5.0,7.2,0.0,23.86,21.28,21.78,Singapore,1.0,0.0,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,1.0
VER,2025,18,1.333,3.4,0.0,96.739,87.602,90.907,24.07,21.052,22.091,6.667,6.0,0.0,24.28,21.02,21.81,Singapore,2.0,0.182,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,2.0
NOR,2025,18,9.0,6.0,0.2,96.756,87.796,90.828,23.207,23.574,23.193,10.0,10.0,0.4,24.94,22.37,22.44,Singapore,5.0,0.428,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,3.0
PIA,2025,18,8.0,5.4,0.2,96.689,79.509,89.518,26.679,20.886,24.269,10.0,7.0,0.2,24.94,22.37,22.44,Singapore,3.0,0.366,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,4.0
LEC,2025,18,10.667,7.8,0.2,97.274,88.158,91.147,23.712,20.662,21.396,7.667,9.4,0.2,23.94,20.53,21.26,Singapore,7.0,0.626,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,6.0
ALO,2025,18,14.0,12.8,0.2,97.712,89.074,92.038,30.664,22.929,22.912,17.0,15.4,0.2,27.27,24.45,23.77,Singapore,10.0,0.797,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,7.0
BEA,2025,18,10.0,12.2,0.2,98.095,88.835,92.169,24.098,21.707,-389.737,13.667,12.6,0.0,24.63,22.43,-251.97,Singapore,9.0,0.71,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,9.0
SAI,2025,18,9.0,11.8,0.0,98.268,88.321,91.546,24.03,23.055,23.285,9.0,9.4,0.0,24.88,22.55,22.9,Singapore,18.0,2.524,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,10.0
HAD,2025,18,7.667,10.8,0.0,98.439,88.248,91.728,23.822,20.852,21.443,9.667,10.2,0.0,24.0,21.08,21.67,Singapore,8.0,0.688,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,11.0
TSU,2025,18,9.333,11.6,0.0,98.351,88.72,92.024,24.499,20.983,21.518,3.0,4.6,0.0,24.28,21.02,21.81,Singapore,13.0,1.195,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,12.0
STR,2025,18,14.0,12.6,0.0,98.508,89.048,92.104,23.868,25.999,24.656,13.0,15.2,0.2,27.27,24.45,23.77,Singapore,15.0,1.791,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,13.0
ALB,2025,18,8.333,9.2,0.0,98.358,88.527,91.697,25.735,21.454,22.06,8.667,8.8,0.0,24.88,22.55,22.9,Singapore,20.0,2.524,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,14.0
LAW,2025,18,10.333,9.4,0.0,98.535,88.555,91.672,24.183,21.204,21.807,8.667,10.0,0.0,24.0,21.08,21.67,Singapore,12.0,1.162,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,15.0
COL,2025,18,15.667,16.8,0.0,98.791,89.261,92.242,23.956,21.38,23.109,18.0,17.4,0.0,24.89,21.56,23.01,Singapore,16.0,1.824,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,16.0
BOR,2025,18,11.333,9.8,0.0,98.736,88.941,91.85,32.903,21.514,21.924,15.667,14.0,0.2,29.62,21.42,22.39,Singapore,14.0,1.662,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,17.0
OCO,2025,18,13.0,14.0,0.0,98.813,89.236,92.409,25.159,23.192,23.19,11.667,12.4,0.0,24.63,22.43,-251.97,Singapore,17.0,1.831,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,18.0
GAS,2025,18,17.0,16.0,0.0,98.407,89.411,92.347,25.364,21.935,22.822,17.667,17.2,0.0,24.89,21.56,23.01,Singapore,19.0,2.103,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,19.0
HUL,2025,18,16.667,15.0,0.2,98.156,88.564,95.304,27.972,21.052,23.366,14.667,14.4,0.2,29.62,21.42,22.39,Singapore,11.0,0.983,19,4751.96,62.0,33.85,29.07,0.04,False,False,False,20.0
VER,2025,19,1.333,3.0,0.0,99.206,94.813,88.322,23.721,22.907,21.695,6.667,6.8,0.0,23.94,22.97,21.74,United States,1.0,0.0,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,1.0
NOR,2025,19,4.0,6.2,0.2,99.212,95.159,88.28,24.515,24.198,22.963,9.0,7.4,0.2,23.99,24.11,22.61,United States,2.0,0.291,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,2.0
LEC,2025,19,6.333,8.4,0.2,99.397,95.379,88.675,23.643,22.85,21.383,7.667,7.4,0.0,23.8,22.8,21.35,United States,3.0,0.297,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,3.0
HAM,2025,19,7.333,10.8,0.2,99.614,95.373,88.987,23.952,22.702,22.494,5.667,6.8,0.0,23.8,22.8,21.35,United States,5.0,0.402,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,4.0
PIA,2025,19,9.0,6.0,0.2,99.639,84.721,88.9,23.46,22.755,22.633,3.0,7.2,0.2,23.99,24.11,22.61,United States,6.0,0.574,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,5.0
RUS,2025,19,2.667,3.0,0.0,99.784,95.091,88.432,23.465,22.989,21.72,3.333,4.2,0.0,23.69,23.06,21.86,United States,4.0,0.316,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,6.0
TSU,2025,19,10.333,11.4,0.0,100.101,96.045,89.451,24.162,23.029,21.777,5.0,4.4,0.0,23.94,22.97,21.74,United States,13.0,0.956,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,7.0
HUL,2025,19,18.667,16.6,0.2,100.169,93.833,94.873,23.754,21.952,22.973,17.667,16.8,0.2,24.45,25.37,23.6,United States,11.0,0.824,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,8.0
BEA,2025,19,11.0,11.8,0.2,100.311,96.051,89.601,23.712,23.501,-389.792,13.667,13.6,0.0,24.4,24.5,-251.88,United States,8.0,0.629,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,9.0
ALO,2025,19,13.667,10.8,0.2,100.357,96.275,89.412,23.934,27.183,24.352,12.333,14.2,0.2,24.08,27.62,24.51,United States,10.0,0.65,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,10.0
LAW,2025,19,11.333,10.8,0.0,100.461,96.086,89.295,23.424,22.81,21.996,12.0,11.0,0.0,23.45,22.81,21.78,United States,12.0,0.85,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,11.0
STR,2025,19,16.0,12.4,0.0,100.424,96.501,89.584,24.216,28.06,24.676,10.0,12.4,0.0,24.08,27.62,24.51,United States,19.0,2.03,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,12.0
ALB,2025,19,11.333,10.8,0.0,100.226,96.06,89.313,24.0,23.75,22.419,12.333,10.2,0.0,24.0,23.43,22.87,United States,18.0,2.18,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,14.0
OCO,2025,19,15.667,14.6,0.0,100.558,96.638,89.918,25.088,25.538,23.43,12.0,12.4,0.0,24.4,24.5,-251.88,United States,17.0,1.626,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,15.0
HAD,2025,19,10.333,9.0,0.0,100.672,95.994,89.155,23.468,22.802,21.5,12.333,10.4,0.0,23.45,22.81,21.78,United States,20.0,2.616,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,16.0
COL,2025,19,17.333,16.2,0.0,100.929,96.699,89.826,23.785,23.392,23.263,18.0,17.8,0.0,25.15,23.77,23.11,United States,15.0,1.534,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,17.0
BOR,2025,19,12.0,11.4,0.0,100.577,96.266,89.563,24.794,26.592,23.862,15.0,14.4,0.0,24.45,25.37,23.6,United States,16.0,1.615,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,18.0
GAS,2025,19,17.667,17.8,0.0,101.033,96.646,89.936,26.515,23.998,22.552,17.333,17.8,0.0,25.15,23.77,23.11,United States,14.0,1.141,20,5291.67,56.0,45.04,28.27,0.0,False,True,False,19.0
NOR,2025,20,4.0,6.4,0.2,82.034,100.604,91.871,22.528,23.219,23.689,3.667,6.8,0.2,22.64,23.62,23.21,Mexico City,1.0,0.0,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,1.0
LEC,2025,20,6.0,8.2,0.2,82.45,100.844,92.229,22.394,22.647,21.868,5.0,6.0,0.0,26.4,22.69,21.87,Mexico City,2.0,0.262,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,2.0
VER,2025,20,1.333,1.4,0.0,82.358,100.366,91.75,22.73,22.69,22.19,6.667,5.6,0.0,27.23,22.83,22.26,Mexico City,5.0,0.484,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,3.0
BEA,2025,20,10.0,9.6,0.0,82.264,101.637,92.982,22.42,23.015,22.586,14.0,13.0,0.0,22.64,23.32,23.26,Mexico City,9.0,0.874,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,4.0
PIA,2025,20,9.667,6.6,0.2,82.292,93.107,86.971,22.698,24.531,22.56,2.667,3.0,0.0,22.64,23.62,23.21,Mexico City,7.0,0.588,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,5.0
ANT,2025,20,7.333,9.4,0.0,82.424,101.062,92.455,23.504,22.764,22.429,8.0,5.8,0.0,22.97,22.61,22.28,Mexico City,6.0,0.532,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,6.0
RUS,2025,20,3.0,3.6,0.0,82.37,100.641,92.121,22.435,22.457,22.095,8.333,6.2,0.0,22.97,22.61,22.28,Mexico City,4.0,0.448,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,7.0
HAM,2025,20,6.667,9.2,0.2,82.238,100.836,92.408,28.396,22.686,22.638,3.0,4.6,0.0,26.4,22.69,21.87,Mexico City,3.0,0.352,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,8.0
OCO,2025,20,15.667,14.4,0.0,83.066,102.165,93.416,23.095,23.678,23.964,9.333,11.0,0.0,22.64,23.32,23.26,Mexico City,11.0,1.251,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,9.0
BOR,2025,20,15.333,13.8,0.0,83.113,101.937,93.227,22.288,26.163,24.448,15.333,15.8,0.0,22.29,24.82,23.66,Mexico City,16.0,1.826,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,10.0
TSU,2025,20,8.333,9.4,0.0,83.006,101.429,92.923,31.722,22.975,22.322,3.667,5.0,0.0,27.23,22.83,22.26,Mexico City,10.0,1.23,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,11.0
ALB,2025,20,13.667,10.6,0.0,83.187,101.651,92.833,22.039,23.472,22.819,16.0,14.2,0.2,23.45,23.17,23.31,Mexico City,17.0,1.904,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,12.0
HAD,2025,20,12.333,10.0,0.0,83.259,101.685,92.771,22.293,22.549,21.969,14.0,12.6,0.0,28.23,22.57,22.14,Mexico City,8.0,0.666,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,13.0
STR,2025,20,14.0,13.4,0.0,82.858,102.003,93.215,21.925,23.29,25.216,11.667,11.8,0.0,24.4,25.03,24.94,Mexico City,19.0,2.02,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,14.0
GAS,2025,20,18.667,17.8,0.0,83.773,102.288,93.535,22.776,24.515,23.537,18.333,18.0,0.0,22.79,23.82,22.94,Mexico City,18.0,1.96,17,4045.59,71.0,50.59,26.41,0.0,False,True,False,15.0
